EGP_ID;SuperCategory;SubCategory;Level;Type;Guideword;Can-do statement;Example
1020;FUTURE;present simple for future use;C1;FORM;FORM: WITH 'BY THE TIME';Can use the present simple with 'by the time' to refer to the future.;" … by the time he gets home, he will just want to go straight to bed. (Mexico; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1998; Spanish - Latin American; Pass)

By the time you arrive the information office at the airport will be closed, as at 11.00 o'clock a full day strike will start. (Italy; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1993; Italian; Pass)
"
1025;MODALITY;can;C1;FORM;FORM: PASSIVE ;Can use 'can' in passive reporting clauses in a more formal impersonal style (e.g. for reports and academic contexts), such as 'It can be said that', 'It can be argued (that)', 'It can be concluded that', 'It can be considered'.► passives;"It can be argued, looking at the figures, that the company should consider withdrawing from the heater market. (Spain; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2003; Spanish - European; Pass)

Taking everything into account, it can be concluded that the current training course is very useful for our company. (Russia; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2007; Russian; Pass)

As for marriage and relationships, it can be said that women who have a job, nowadays, do not quit it after marriage. (Brazil; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1993; Portuguese; Pass)"
1026;MODALITY;can;C1;FORM;FORM: WITH ADVERBS;Can use a wide range of adverbs with 'can' in the normal mid position after the modal verb). ► adverbs;"Only those who live with their relatives can fully understand how essential is the role of your parents, sisters, aunts... (Yugoslavia; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2008; Serbian; Pass)

Miss Sylvia Ann Powers is a good friend of mine for over six years, so I can honestly say that I know her personality fairly well. (Poland; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1993; Polish; Pass)"
1029;MODALITY;dare;C1;FORM;FORM: QUESTION;Can use the question form. ;"Dare we run the risk of even one child or adult turning to violent crime because they think it is ok? (Greece; 2010; English)"
1035;MODALITY;might;C1;FORM;FORM: QUESTIONS ;Can use the question form.;"Could it be possible that your company sent me the wrong bill, or might it be the bill from the last person who lived in my house? (German, C1 EFFECTIVE OPERATIONAL PROFICIENCY, Pass, 2009)

Might it not be a good idea to change the travel company you are working with next time? (Greek, C1 EFFECTIVE OPERATIONAL PROFICIENCY, Pass, 2004)"
1036;MODALITY;might;C1;FORM;FORM: PAST, NEGATIVE;Can use 'might not have' + '-ed'. ;"First of all, not 45 but only 35 stalls were promised, meaning the disappointment you mentioned might not have been as bad as you, or whoever gave you the information, thought it was. (Argentina; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2000; Spanish - Latin American; Pass)"
1040;MODALITY;need;C1;FORM;FORM: PAST, NEGATIVE;Can use 'needn't have' + '-ed'.;"You needn't have bought me anything! (Spain; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2008; Spanish - European; Pass)

However, you needn't have bothered so much. (France; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1993; French; Pass)"
1045;MODALITY;shall;C1;FORM;FORM: NEGATIVE;Can use the negative form.;"This way, students shall not die of boredom or feel that their stay was useless. (Japan; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2000; Japanese; Pass)

Secondly, supplier contracts shall not be omitted. (Russia; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2007; Russian; Pass)

This is, as I mentioned in my letter, only in the event I shall not be able to pick you up at the airport. (Sweden; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1993; Swedish; Pass)"
1049;MODALITY;used to;C1;FORM;FORM: QUESTIONS;Can use the question form. ;"[talking about a change in eating habits] What did we use to eat? (Netherlands; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1998; Dutch; Pass)"
1051;MODALITY;would;C1;FORM;FORM: WITH ADVERBS;Can use an increasing range of adverbs with 'would', including 'strongly', 'easily', 'especially', 'actually', 'absolutely', 'gladly'  ► adverbs;"Considering the aspects of our education system, and the results of my research, I would strongly recommend the following changes to be made. (Croatia; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2008; Croatian; Pass)

Because of her wide and excellent experience with small children I believe that Nascha would easily fit into a family with small children. (Germany; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1993; German; Pass)"
1054;NOUNS;noun phrases;C1;FORM;FORM: NOUN PHRASE WITH POSSESSIVE 'S WITHOUT NOUN;Can form complex noun phrases with noun phrase + 'of' + noun phrase + possessive determiner ''s', omitting the noun where it is previously mentioned. ;"Our after-sales team now is perceived as faster, more qualified, friendlier and more efficient than our competitors’. (China; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2004; Chinese; Pass)

You cannot have peace and quiet in your own home, as your hour of peacefulness might considerably differ from your neighbours’. (Greece; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2007; Greek; Pass)

I think it would be better to include a student's view of the college, not only a teacher's. (Romania; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2002; Romanian; Pass)"
1057;NOUNS;types;C1;FORM;FORM'-ING' FORMS, ABSTRACT NOUNS;Can use the '-ing' form of verbs as abstract nouns. ;"Learning English has its rewards too. (Brazil; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1993; Portuguese; Pass)

Advertising seems to be very important to promote a new product. (Switzerland; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2001; German; Pass)

Teaching is terribly challenging and demanding. (Russia; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2004; Russian; Pass)"
1058;NOUNS;uncountable;C1;FORM;FORM: UNCOUNTABLE NOUNS;Can use a wide range of uncountable nouns, particularly referring to abstract concepts. ;"I appreciate that your company is concerned about safety and has installed safety belts in every coach but they do not help much when they are all broken. (Denmark; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1998; Danish; Pass)

Above all, the administration is not very efficient. (France; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1993; French; Pass)

He will go with another two members in his department who are likely to be the core workforce and who are eager to broaden their vision. (China; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2006; Chinese; Pass)

Through that we can develop more humanity, solidarity, tolerance and respect among people of different countries. (Italy; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1993; Italian; Pass)"
1065;PAST;past simple;C1;FORM;FORM: INVERSION WITH 'NOT ONLY ... BUT ALSO';Can use the inverted form of the past simple with auxiliary 'do', in the phrase 'not only ... but also'.;"The companies I found at the trade fair were very varied. Not only did I find high-technology companies, but also shoemakers, advertisement companies and plane manufacturers to name but a few. (United Kingdom; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2003; Dutch; Pass)

Not only didn't we travel 5000 miles in 30 days, as you had advertised, but also we stayed 8 days in just one place, which had nothing interesting to see except a church. (Portugal; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1993; Portuguese; Pass)

Not only didn't I learn any new grammar but also I couldn't enrich my vocabulary. (Switzerland; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1999; German; Pass)"
1066;PAST;past simple;C1;FORM;FORM: QUESTIONS ;Can use 'yes/no', 'wh-', tag and negative question forms with a wide range of verbs.  ► Questions;"Did you spot the fact that what is expected from us in Tall Trees Campsite is to help in organising the entertainment? (Sri Lanka; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2008; Singhalese; Pass)

How did it turn out then? (C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1993; Swedish; Pass)

I told you about Peter and Mary, didn't I? (Serbian, C1)

Didn't we all dream of being famous once in our lives? (Germany; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2006; German; Pass)
"
1070;PAST;present perfect simple;C1;FORM;FORM: NEGATIVE;Can use the full negative forms with a wide range of verbs, often in formal contexts.;"Thus, you have not fulfilled your task with due care, as you have stated in your letter. (Austria; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2008; German; Pass)

Somehow, in my country education has not evolved, although it manages to maintain some advantages. (Yugoslavia; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2008; Serbian; Pass)"
1076;PRONOUNS;possessive;C1;FORM;FORM: 'OURS' AS SUBJECT ;Can use the possessive pronoun 'ours', in subject position. ;"I hope that other councils will consider improving the cyclists' cycling conditions as ours did. (Skills for Life; L2; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2007; Arabic - Other; Fail)

Yes, of course there are much larger gardens in this area, but ours is more than four times as big as the one we had in Holland. (Netherlands; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2000; Dutch; Pass)

What is more, the manager organises excursions to London. Ours was breathtaking. We visited unbelievably interesting museums? (Greece; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2009; Greek; Pass)"
1078;PRONOUNS;demonstratives;C1;FORM;FORM: 'THAT OF', 'THOSE OF';Can use 'that of' and 'those of' as a possessive form, in formal and professional contexts. ;"It is widely known that the Russian educational system differs dramatically from that of the European, Asian or American countries. (Russia; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2008; Russian; Pass) 

The strength of our product is that it fits the customers' demands - especially those of middle-aged single consumers. (Germany; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2003; German; Pass)

Therefore, I urge you to publish this letter and reconsider your opinions, which clearly do not reflect those of the general population. (Spain; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2001; Catalan; Pass)"
1079;PRONOUNS;quantity;C1;FORM;FORM: 'NONE', SUBSTITUTION;Can use pronouns 'none' to substitute for subject and object pronouns. ►  pronouns: substitution;"As for disadvantages, in fact, I see none. (Russia; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2008; Russian; Pass)

As for social life organized by the school, there was none . (France; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1993; French; Pass)

The costs saved without external consultants would be higher than the costs for this course . Opportunity costs: None. (Switzerland; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2000; German; Pass)

I started learning the language when I was seven. Problems when using English? None. (Spain; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1993; Spanish - European; Pass)"
1081;PRONOUNS;quantity;C1;FORM;FORM: MODIFIED;Can modify 'few' and 'many' with 'very', 'too', 'so' as intensifiers. ;"It was on Thursday that I realized how many children were in the centre. There were too many and the day was extremely tiring. (Greece; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2009; Greek; Pass)

Almost 5000 Greeks died that night, and very few managed to survive. (Greece; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2000; Greek; Pass)

In recent years, the Internet, which used to be a luxury only used by the very few who had access to it, has become a means of exchanging information. (Greece; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2008; Greek; Pass)

Sure, some of the motorists changed to bicycles or to public transport - but far too few. (Germany; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1998; German; Pass)"
1082;PRONOUNS;quantity;C1;FORM;FORM: RELATIVE PRONOUNS;Can use 'some of', 'many of' to modify relative pronouns in a relative clause. ;"The people of his time were amazed every time they saw his new inventions, some of which were enormous. (Greece; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2005; Greek; Pass)

By and large, how we eat is influenced by several factors, some of which have nothing to do with your nationality. (Spain; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2005; Spanish - European; Pass)

I am aware that you have a different view on young people's preferences, but I hope this event could give you an opportunity to see some other aspects of young people, some of whom are very active in sports in our club. (Korea, South; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1999; Korean; Pass)

Today we continue this tradition by organising lectures and exhibitions, generally open to the public, many of which deal with Hamburg-specific issues. (Germany; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2006; German; Pass)"
1083;PRONOUNS;substitution, one, ones, none;C1;FORM;FORM: 'NONE';Can use 'none' as a pronoun. ►  determiners: quantity  ►  pronouns: quantity ;"Then I searched for a Coca-Cola, but I found none. (Greece; B2 VANTAGE; 1993; Greek; Pass)

Although I was really disappointed, I managed to keep the presence of mind and think more carefully and calmly. The result? None! (Greece; B2 VANTAGE; 1993; Greek; Pass)

We expected a social programme but there was none. (France; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1993; French; Fail)

The odd thing about snowboarding in Russia ... is that there are very few mountains. In fact, there are none. (Russia; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2005; Russian; Pass)

The costs saved without external consultants would be higher than the costs for this course. Opportunity costs: None. (Switzerland; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2000; German; Pass)"
